Node,Mutants,Unique Tests,Tests
X339,"{'4589', '4575', '4571'}","{4033, 8419, 7947, 9583, 656, 13213}","{4033, 8419, 168, 7947, 2286, 9583, 656, 7736, 4185, 13213}"
X33c,"{'2284', '2283'}","{4898, 5256, 3241, 3403, 3661, 2575, 3666, 2067, 3607, 5149, 8927}","{4898, 5256, 3241, 3403, 3661, 2575, 3666, 2067, 3607, 5149, 2622, 8927}"
X33d,{'6900'},"{495, 11444, 4558, 1151}","{495, 11444, 4558, 1151}"
X33f,{'8808'},"{880, 202, 3179}","{880, 202, 3179}"
X340,{'10381'},"{9267, 5893}","{12674, 2628, 5893, 2862, 9647, 2831, 145, 5139, 9267, 1845, 9720, 12444, 13087}"
X341,{'7144'},"{2993, 3204}","{2993, 3204}"
X342,{'9987'},"{122, 4718}","{122, 4718, 3167}"
X343,{'132'},"{5018, 4963, 5118}","{5018, 4963, 5118}"
X345,{'3194'},"{5106, 4987}","{5106, 4987}"
X346,{'9500'},"{5020, 5133, 5014}","{5020, 5133, 5014}"
X347,{'4315'},{12},{12}
X349,{'9497'},"{5052, 5045}","{5052, 5045}"
X34b,{'8785'},{3869},{3869}
X34c,{'6386'},{3560},"{3424, 4898, 3204, 3560, 5149}"
X34d,{'3281'},"{12826, 1839}","{12826, 1839}"
X34e,{'10607'},"{8224, 8032, 8686, 8295, 2301, 8269, 8142}","{8224, 8032, 8686, 8295, 2301, 8269, 8142}"
X34f,"{'10030', '10031'}","{3108, 821, 1175}","{1175, 3108, 821, 3167}"
X350,"{'4267', '4266'}",{2167},"{2167, 3167}"
X351,"{'8811', '8817', '8853', '8852', '8815'}","{27, 3124}","{27, 3124}"
X352,"{'8790', '8791'}",{2914},"{2914, 3124, 39}"
X353,{'8855'},"{908, 3999}","{908, 3999}"
X354,{'9985'},"{3238, 487, 589, 4718, 1744}","{1744, 3238, 487, 589, 4718, 3167}"
X355,"{'8208', '8207'}","{7139, 7491, 739, 6959}","{7139, 7491, 739, 6959}"
X359,{'9984'},"{113, 2493, 3238}","{113, 2493, 3238, 3167}"
X35a,"{'4453', '4260', '4425', '4161'}","{13075, 14339, 364, 3238}","{14339, 13075, 3238, 364, 3167}"
X35b,{'1170'},{2028},"{2611, 1621, 2427, 2028, 8925, 815}"
X35c,{'6560'},"{3472, 3371}","{3472, 3371}"
X35f,"{'4859', '4861'}","{1696, 524, 13525, 2108}","{1696, 13525, 524, 2108, 8815}"
X360,"{'7270', '7269', '7020', '7019'}","{9650, 9084, 1146}","{9650, 9084, 1146}"
X361,{'9103'},"{5138, 284}","{5138, 284, 3149}"
X362,{'9050'},"{2204, 11843, 796, 11870, 11871}","{2204, 11843, 796, 11870, 11871}"
X363,"{'9916', '9926'}",{3277},"{3307, 3277}"
X364,{'766'},"{960, 2422}","{960, 2209, 3108, 2422}"
X366,{'9990'},{3175},{3175}
X367,{'6573'},"{1322, 5587, 1366}","{5587, 1621, 1366, 5256, 1322}"
X36a,{'6517'},"{5873, 7908, 998, 5174, 6838, 1654}","{5873, 7908, 998, 5174, 6838, 1654}"
X36b,{'6689'},"{1457, 7908, 6838}","{1457, 7908, 5414, 6838, 5721, 666}"
X36c,"{'2882', '2883'}","{440, 5797}","{440, 2843, 3044, 5797}"
X36d,{'4127'},"{6724, 2663}","{6724, 2663}"
X36e,{'971'},{3232},"{3232, 3177, 3364}"
X36f,{'3402'},{2625},"{2625, 2663, 3227, 3068, 4622, 2991}"
X370,"{'9996', '9998'}",{3091},{3091}
X371,{'9634'},{731},"{6737, 1091, 1306, 731, 6959}"
X374,"{'10002', '10004'}",{4489},{4489}
X376,"{'10010', '10008'}",{4717},{4717}
X377,"{'823', '822'}","{3368, 1744}","{3368, 3273, 1744}"
X379,"{'10894', '10908', '10907', '10895'}","{1278, 818, 9430}","{1278, 818, 9430}"
X37a,"{'3275', '328'}",{3452},{3452}
X37b,"{'5153', '5157', '5155'}","{5587, 1621, 5256, 2427, 2028, 3326}","{5587, 1621, 5256, 2427, 2028, 3326}"
X37d,"{'9355', '9413', '9384'}",{5058},{5058}
X37f,"{'963', '2415', '3404', '964', '3403', '4125', '3406', '4126', '3405'}","{2625, 3113, 3133, 2663}","{2625, 3364, 2663, 3177, 3133, 3113}"
X381,"{'9403', '9531', '9374'}","{5000, 5100}","{5000, 5100}"
X382,"{'4463', '818'}","{6098, 325, 1549, 1638}","{6098, 325, 1549, 1638}"
X383,{'9345'},{4986},{4986}
X386,"{'1138', '1161'}",{2611},"{2611, 1621, 2335}"
X388,{'11456'},"{473, 13291, 831}","{473, 13291, 831}"
X389,{'9326'},{4969},{4969}
X38d,"{'9053', '9052'}","{11938, 1211}","{11938, 1211, 2053}"
X390,{'3287'},"{2028, 1957}","{2028, 1957}"
X391,"{'7432', '7433'}","{4609, 2561, 3079}","{4609, 2561, 3079}"
X392,{'168'},{7691},{7691}
X394,"{'5023', '11451', '5012'}","{354, 4691}","{354, 4691}"
X396,{'2741'},{3749},{3749}
X397,{'3289'},"{1488, 3073, 1462}","{1488, 3073, 1462}"
X399,{'9143'},"{3115, 2527}","{3115, 2527}"
X39a,{'2856'},{235},"{425, 4691, 235}"
X39b,"{'4873', '4871'}","{10578, 2023, 2263}","{10578, 2023, 2263}"
X39c,{'9169'},{3299},{3299}
X39d,"{'9151', '9154'}","{152, 2927}","{152, 2927}"
X39e,{'9133'},"{2654, 2927}","{2654, 2927}"
X39f,{'2739'},"{2224, 733}","{2224, 3617, 7237, 733}"
X3a0,{'11710'},"{2209, 241, 1222}","{2209, 241, 1222}"
X3a2,"{'11398', '11739'}","{2140, 92}","{746, 2140, 92}"
X3a3,"{'9166', '9163', '9136', '9167', '9135'}",{152},"{152, 2053}"
X3a5,{'10018'},{7317},"{13291, 3725, 12144, 7665, 6128, 7317, 473, 7646}"
X3a6,{'10019'},{7651},{7651}
X3a8,"{'2612', '2614'}",{7699},{7699}
X3a9,"{'9129', '9132'}","{2042, 3022}","{3361, 2042, 3022}"
X3ab,{'2613'},"{5060, 6125}","{5060, 6125}"
X3ac,{'9933'},"{13291, 3182}","{13291, 173, 3182}"
X3ad,"{'3511', '3531'}","{11811, 931, 4551, 1054, 9999}","{11811, 931, 4551, 1054, 9999}"
X3ae,{'2159'},"{6128, 7643, 473, 13291, 3725}","{6128, 7643, 473, 13291, 3725}"
X3af,"{'11384', '11385'}","{1826, 739, 1661, 631}","{1826, 739, 1661, 631}"
X3b1,{'6581'},"{3472, 1957, 1366, 4457, 1322}","{3472, 1957, 1366, 4457, 1322}"
X3b2,{'10584'},"{4544, 2449, 4523}","{4544, 2449, 4523}"
X3b3,"{'11414', '11413'}","{4652, 4678}","{4652, 4678}"
X3b4,"{'6354', '6355'}",{5958},{5958}
X3b6,"{'12208', '12240', '12209', '12224', '12225', '12241', '12186', '12185'}",{5284},"{6202, 1363, 5284}"
X3b7,"{'6200', '6199'}","{9512, 1091, 731}","{9512, 1091, 731}"
X3b8,"{'8237', '8238'}","{3969, 9621, 1271, 4619, 4558, 2287}","{3969, 9621, 1271, 4619, 4558, 2287}"
X3b9,{'9556'},"{4953, 5020, 4991}","{4953, 5020, 4991}"
X3ba,"{'9541', '9538'}","{4963, 5055}","{4963, 5055}"
X3bb,{'9542'},"{4978, 4989}","{4978, 4989}"
X3bc,"{'96', '95'}","{14634, 3380, 2615}","{14634, 3380, 3206, 2615}"
X3bd,{'2606'},"{1504, 1682, 6019}","{1504, 1682, 6019, 11774}"
X3bf,"{'10998', '10997'}",{1034},{1034}
X3c0,{'2607'},"{2843, 3044, 11774}","{2843, 3044, 11774}"
X3c1,{'3520'},{4752},{4752}
X3c2,{'5929'},"{2224, 733}","{2224, 733, 11774}"
X3c3,{'10052'},"{4724, 1561, 2592, 6132}","{4724, 1561, 2592, 6132}"
X3c4,"{'11797', '11796'}","{7576, 2088, 7972, 4286}","{7576, 2088, 7972, 4286}"
X3c5,"{'11953', '11866', '11867', '11954'}","{2088, 4286, 7972, 4774}","{2088, 4286, 7972, 4774}"
X3c6,"{'6156', '6142', '6155', '6143'}","{3881, 1268}","{3881, 1268}"
X3c7,"{'10882', '10881'}",{580},{580}
X3c8,"{'6817', '6816'}","{3440, 3315, 3581}","{3440, 3315, 3581}"
X3c9,"{'7066', '7068', '2029', '2032'}",{4589},{4589}
X3ca,"{'11187', '11188', '11204', '11221', '11222', '11205'}","{982, 1046}","{982, 1046}"
X3cb,"{'3007', '3008'}","{6516, 9981, 2039}","{6516, 9981, 2039}"
X3cc,"{'2706', '2707'}","{4963, 4987}","{4963, 4987}"
X3ce,"{'5571', '5570'}","{2642, 2966}","{2642, 2966}"
X3cf,"{'5004', '5003'}","{4139, 1101, 6630, 1079}","{4139, 1101, 6630, 1079}"
X3d0,"{'5502', '5503'}",{628},{628}
X3d1,"{'8844', '8843'}","{987, 3356}","{987, 3356}"
X3d2,"{'7801', '7802'}",{2864},"{2864, 3578}"
X3d4,{'2161'},"{12144, 7633, 7646}","{12144, 7665, 7633, 7646}"
X3d5,{'1935'},{9804},{9804}
X3d6,"{'1915', '1914'}",{9811},{9811}
X3d7,"{'8542', '1927', '10089', '10088', '8543', '1926'}",{9806},{9806}
X3d8,"{'3540', '3551'}","{4754, 2682}","{4754, 2682}"
X3d9,{'3557'},{4759},{4759}
X3da,"{'11731', '11732'}","{7576, 2088, 9447}","{7576, 2088, 9447}"
X3db,"{'11869', '11868'}",{692},{692}
X3dc,"{'11640', '11639'}","{7576, 2220}","{7576, 2220}"
X3dd,"{'7898', '7880', '7897', '7881', '7864', '7863'}","{2864, 4561}","{2864, 4561, 4811, 4980}"
X3de,"{'1321', '5025'}",{7649},{7649}
X3df,"{'3172', '1103', '3173', '1102'}","{11808, 4139, 1101, 1079}","{11808, 4139, 1101, 1079}"
X3e0,{'3605'},{2122},{2122}
X3e1,"{'5128', '5129'}",{2791},{2791}
X3e2,"{'7818', '7819'}",{682},{682}
X3e3,"{'6111', '6110'}",{1428},{1428}
X3e4,"{'6229', '6228'}",{2444},{2444}
X3e5,"{'3355', '3356'}","{4755, 4723, 4422}","{4755, 4723, 4422}"
X3e6,"{'5304', '5305'}",{1687},{1687}
X3e7,"{'6786', '6787'}",{2404},{2404}
X3e8,{'1496'},{9803},{9803}
X3eb,"{'6015', '6014'}",{2944},{2944}
X3ec,"{'7762', '7763'}",{740},{740}
X3ed,{'3628'},{4746},{4746}
X3ee,"{'2459', '2460'}",{816},{816}
X3ef,"{'1941', '8461', '8528', '8460', '5980', '8527', '1942', '5981'}",{9807},{9807}
X3f0,"{'10814', '10815'}",{11838},{11838}
X3f1,"{'2714', '2715'}",{911},{911}
X3f2,"{'2479', '2478'}",{997},{997}
X3f3,"{'10855', '10856'}",{4733},{4733}
X3f4,"{'6410', '6411'}",{3152},{3152}
X3f5,"{'10963', '10964'}",{1723},{1723}
X3f6,"{'6128', '6127'}",{623},{623}
X3f7,"{'6766', '6765'}",{2858},{2858}
X3f8,"{'10981', '10980'}",{1274},{1274}
X3f9,"{'10798', '10797'}",{3677},{3677}
X3fa,"{'5278', '5279'}",{1049},{1049}
X3fb,"{'6428', '6427'}",{1444},{1444}
X3fc,"{'7286', '7287'}",{1329},{1329}
X3fd,"{'5938', '5937'}",{1060},{1060}
X3ff,"{'5998', '5997'}",{1628},{1628}
